[0.009s][info][gc] Using Serial
[20.282s][info][gc] GC(113) Pause Young (Allocation Failure) 4M->1M(11M) 0.113ms
[20.283s][info][gc] GC(114) Pause Young (Allocation Failure) 4M->1M(11M) 0.172ms
[20.285s][info][gc] GC(115) Pause Young (Allocation Failure) 5M->1M(11M) 0.153ms
[20.287s][info][gc] GC(116) Pause Young (Allocation Failure) 5M->1M(11M) 0.134ms
[20.288s][info][gc] GC(117) Pause Young (Allocation Failure) 4M->1M(11M) 0.104ms
[20.290s][info][gc] GC(118) Pause Young (Allocation Failure) 4M->1M(11M) 0.177ms
[20.292s][info][gc] GC(119) Pause Young (Allocation Failure) 5M->1M(11M) 0.151ms
[20.293s][info][gc] GC(120) Pause Young (Allocation Failure) 4M->1M(11M) 0.116ms
[20.295s][info][gc] GC(121) Pause Young (Allocation Failure) 4M->1M(11M) 0.175ms
[20.297s][info][gc] GC(122) Pause Young (Allocation Failure) 5M->1M(11M) 0.166ms
[20.298s][info][gc] GC(123) Pause Young (Allocation Failure) 5M->1M(11M) 0.141ms
[20.300s][info][gc] GC(124) Pause Young (Allocation Failure) 4M->1M(11M) 0.122ms
[20.301s][info][gc] GC(125) Pause Young (Allocation Failure) 4M->1M(11M) 0.164ms
[20.303s][info][gc] GC(126) Pause Young (Allocation Failure) 5M->1M(11M) 0.166ms
[20.305s][info][gc] GC(127) Pause Young (Allocation Failure) 5M->1M(11M) 0.133ms
[20.306s][info][gc] GC(128) Pause Young (Allocation Failure) 4M->1M(11M) 0.181ms
[20.308s][info][gc] GC(129) Pause Young (Allocation Failure) 4M->1M(11M) 0.167ms
[20.310s][info][gc] GC(130) Pause Young (Allocation Failure) 4M->1M(11M) 0.152ms
[20.311s][info][gc] GC(131) Pause Young (Allocation Failure) 4M->1M(11M) 0.125ms
[20.313s][info][gc] GC(132) Pause Young (Allocation Failure) 4M->1M(11M) 0.169ms
[20.315s][info][gc] GC(133) Pause Young (Allocation Failure) 5M->1M(11M) 0.173ms
[20.316s][info][gc] GC(134) Pause Young (Allocation Failure) 5M->1M(11M) 0.143ms
[20.318s][info][gc] GC(135) Pause Young (Allocation Failure) 4M->1M(11M) 0.120ms
[20.320s][info][gc] GC(136) Pause Young (Allocation Failure) 4M->1M(11M) 0.172ms
[20.321s][info][gc] GC(137) Pause Young (Allocation Failure) 5M->1M(11M) 0.159ms
[20.323s][info][gc] GC(138) Pause Young (Allocation Failure) 5M->1M(11M) 0.138ms
[20.325s][info][gc] GC(139) Pause Young (Allocation Failure) 4M->1M(11M) 0.106ms
[20.327s][info][gc] GC(140) Pause Young (Allocation Failure) 4M->1M(11M) 0.179ms
[20.328s][info][gc] GC(141) Pause Young (Allocation Failure) 5M->1M(11M) 0.156ms
[20.330s][info][gc] GC(142) Pause Young (Allocation Failure) 5M->1M(11M) 0.130ms
[20.332s][info][gc] GC(143) Pause Young (Allocation Failure) 4M->1M(11M) 0.177ms
[20.333s][info][gc] GC(144) Pause Young (Allocation Failure) 5M->1M(11M) 0.181ms
[20.335s][info][gc] GC(145) Pause Young (Allocation Failure) 5M->1M(11M) 0.146ms
[20.337s][info][gc] GC(146) Pause Young (Allocation Failure) 4M->1M(11M) 0.120ms
[20.338s][info][gc] GC(147) Pause Young (Allocation Failure) 4M->1M(11M) 0.168ms
[20.340s][info][gc] GC(148) Pause Young (Allocation Failure) 5M->1M(11M) 0.165ms
[20.342s][info][gc] GC(149) Pause Young (Allocation Failure) 5M->1M(11M) 0.147ms
[20.343s][info][gc] GC(150) Pause Young (Allocation Failure) 4M->1M(11M) 0.114ms
[20.345s][info][gc] GC(151) Pause Young (Allocation Failure) 4M->1M(11M) 0.168ms
[20.347s][info][gc] GC(152) Pause Young (Allocation Failure) 5M->1M(11M) 0.161ms
[20.348s][info][gc] GC(153) Pause Young (Allocation Failure) 5M->1M(11M) 0.149ms
[20.350s][info][gc] GC(154) Pause Young (Allocation Failure) 4M->1M(11M) 0.107ms
[20.352s][info][gc] GC(155) Pause Young (Allocation Failure) 4M->1M(11M) 0.180ms
[20.353s][info][gc] GC(156) Pause Young (Allocation Failure) 5M->1M(11M) 0.162ms
[20.355s][info][gc] GC(157) Pause Young (Allocation Failure) 5M->1M(11M) 0.120ms
